_id,title,link,summary,published,credit,author,updated,_source.name,_source.domain,_source.rss,_source.url,_fetched,_timestamp
ObjectId(5f7b97189e3182ef83b77ccd),Easing coronavirus lockdown restrictions not likely before October 18,https://www.jpost.com/health-science/coronavirus-cabinet-convenes-as-testing-rate-drops-644572,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464206"" /><br />Netanyahu: No decision on changes until at least Monday<br />","Mon, 05 Oct 2020 20:17:49 GMT",,By MAAYAN JAFFE-HOFFMAN,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T16:00:20.985Z,2020-10-05T20:17:49.000Z
ObjectId(5f7b97189e3182ef83b77ccf),"Trump's medical team: He's not entirely out of the woods, but can go home",https://www.jpost.com/breaking-news/white-house-still-optimistic-trump-can-leave-hospital-on-monday-fox-news-644582,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464473"" /><br />The Trump aide also defended a controversial decision for the president to leave his hospital suite on Sunday to drive by supporters outside Walter Reed Medical Center<br />","Mon, 05 Oct 2020 19:41:35 GMT",,By REUTERS,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T00:00:13.212Z,2020-10-05T19:41:35.000Z
ObjectId(5f7b97189e3182ef83b77cd1),NY Gov. Cuomo accuses hassidic groups of mass COVID-19 violations,https://www.jpost.com/diaspora/ny-gov-cuomo-accuses-hassidic-groups-of-mass-covid-19-violations-644650,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464589"" /><br />Cuomo says that he is prepared to shut down religious institutions that violate regulations<br />","Mon, 05 Oct 2020 18:14:46 GMT",,By JEREMY SHARON,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-07T02:00:17.137Z,2020-10-05T18:14:46.000Z
ObjectId(5f7b97189e3182ef83b77cd3),New York City to shut down 9 neighborhoods with large Orthodox populations,https://www.jpost.com/international/new-york-city-to-shut-down-9-neighborhoods-with-large-orthodox-populations-644543,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/439226"" /><br />The announcement was made on the second day of the Sukkot holiday, when Orthodox Jews do not use electricity and would not have gotten news about the upcoming closures until sundown on Sunday.<br />","Mon, 05 Oct 2020 10:23:26 GMT",,By MARCY OSTER/JTA,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T12:00:15.190Z,2020-10-05T10:23:26.000Z
ObjectId(5f7b97189e3182ef83b77cd5),Ultra-Orthodox violently clash with police at funeral of hassidic rebbe,https://www.jpost.com/israel-news/violent-confrontations-with-police-at-funeral-of-hassidic-rebbe-644584,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464561"" /><br />The hassidic rebbe died Monday night at the age of 64 from COVID-19.<br />","Mon, 05 Oct 2020 18:35:32 GMT",,By JEREMY SHARON,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T05:00:15.249Z,2020-10-05T18:35:32.000Z
ObjectId(5f7b97189e3182ef83b77cd7),Netanyahu refuses to condemn Gamliel for breaking coronavirus rules,https://www.jpost.com/breaking-news/gamliel-violated-lockdown-regulations-before-testing-positive-for-corona-644560,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/436850"" /><br />Movement for Quality Government calls on her to resign<br />","Mon, 05 Oct 2020 18:46:31 GMT",,"By GIL HOFFMAN,TOBIAS SIEGAL",,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T09:00:18.019Z,2020-10-05T18:46:31.000Z
ObjectId(5f7b97189e3182ef83b77cd9),Coronavirus and politicians: Rules for thee but not for me,https://www.jpost.com/israel-news/coronavirus-and-politicans-rules-for-thee-but-not-for-me-644648,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/461031"" /><br />Out of the 120 MKs, seven currently have COVID-19, a ratio twice as high as the general public.<br />","Mon, 05 Oct 2020 20:02:51 GMT",,By GIL HOFFMAN,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T15:00:23.601Z,2020-10-05T20:02:51.000Z
ObjectId(5f7b97189e3182ef83b77cdb),"Coronavirus can spread through airborne transmission, US CDC says",https://www.jpost.com/health-science/coronavirus-can-spread-through-airborne-transmission-us-cdc-says-644654,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/462002"" /><br />The CDC said transmission occurred in poorly ventilated and enclosed spaces that often involved activities that caused heavier breathing, like singing or exercise.<br />","Mon, 05 Oct 2020 18:58:23 GMT",,By REUTERS,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-05T22:00:13.997Z,2020-10-05T18:58:23.000Z
ObjectId(5f7b97189e3182ef83b77cdd),"Coronavirus: Face masks don't affect lungs, virus lives on skin for 9 hrs",https://www.jpost.com/health-science/coronavirus-face-masks-dont-affect-lungs-virus-lives-on-skin-for-9-hrs-644667,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/459741"" /><br />The following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for COVID-19, the illness caused by the virus.<br />","Mon, 05 Oct 2020 19:07:18 GMT",,By REUTERS,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-07T16:00:30.095Z,2020-10-05T19:07:18.000Z
ObjectId(5f7b97189e3182ef83b77cdf),"Israel may halt its weapons sale to Azerbaijan, Armenian ambassador says",https://www.jpost.com/international/israel-may-halt-its-weapons-sale-to-azerbaijan-armenian-ambassador-says-644602,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464264"" /><br />Renewed hostilities broke out between Armenia and Azerbaijan on September 27, over the contested Nagorno-Karabakh territory.<br />","Tue, 06 Oct 2020 06:30:58 GMT",,By TOVAH LAZAROFF,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T18:00:18.241Z,2020-10-06T06:30:58.000Z
ObjectId(5f7b97189e3182ef83b77ce1),Turkey decries 'double standard' after Canada halts drone tech sales,https://www.jpost.com/international/canada-halts-drone-sales-to-turkey-after-claims-of-use-by-azerbaijan-644666,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/453379"" /><br />""Turkey expects Canada to follow a policy free of double standards and to act without being influenced from those opposed to Turkey,"" its foreign ministry said in a statement.<br />","Tue, 06 Oct 2020 08:00:37 GMT",,By REUTERS,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T17:00:20.207Z,2020-10-06T08:00:37.000Z
ObjectId(5f7b97189e3182ef83b77ce3),Is Pompeo changing tack on Turkey? - Analysis,https://www.jpost.com/middle-east/is-pompeo-changing-tact-on-turkey-analysis-644544,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464547"" /><br />For the first time, the US appears to be confronting Turkey over its fueling of conflict all over the Middle East.<br />","Mon, 05 Oct 2020 13:51:35 GMT",,By SETH J. FRANTZMAN,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T12:00:15.005Z,2020-10-05T13:51:35.000Z
ObjectId(5f7b97189e3182ef83b77ce5),Top ex-Shin Bet official: Arab states view Abbas as irrelevant,https://www.jpost.com/arab-israeli-conflict/top-ex-shin-bet-official-arab-states-view-abbas-as-irrelevant-644639,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/463404"" /><br />“The Arab world now says that relations with Israel is more important than the Palestinian issue, which cannot be solved by Abu Mazen, for the foreseeable future.”<br />","Mon, 05 Oct 2020 17:04:10 GMT",,By YONAH JEREMY BOB,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T16:00:21.137Z,2020-10-05T17:04:10.000Z
ObjectId(5f7b97189e3182ef83b77ce7),Terrorist felt 'like bride on wedding day' ahead of her planned attack,https://www.jpost.com/arab-israeli-conflict/terrorist-felt-like-bride-on-wedding-day-ahead-of-her-planned-attack-644586,"<img align=""right"" src=""https://www.jpost.com//HttpHandlers/ShowImage.ashx?id=338157&amp;w=898&amp;h=628"" /><br /><br />","Mon, 05 Oct 2020 13:14:13 GMT",,By AARON REICH,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-05T22:00:14.017Z,2020-10-05T13:14:13.000Z
ObjectId(5f7b97189e3182ef83b77ce9),Lab tests suggest Israeli-made face mask eliminates over 99% of coronavirus,https://www.jpost.com/health-science/israeli-made-mask-eliminates-over-99-percent-of-coronavirus-lab-tests-suggest-644434,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/457324"" /><br />Sonovia’s reusable anti-viral masks are coated in zinc oxide nano-particles that destroy bacteria, fungi and viruses, which it says can help stop the spread of the coronavirus.<br />","Sun, 04 Oct 2020 07:23:06 GMT",,By ZACHARY KEYSER,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-10T00:00:28.309Z,2020-10-04T07:23:06.000Z
ObjectId(5f7b97189e3182ef83b77ceb),NeuroRX on the cusp of releasing a life-saving COVID-19 treatment,https://www.jpost.com/health-science/neurorx-on-the-cusp-of-releasing-a-life-saving-covid-19-treatment-644470,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/461509"" /><br />""The DNA of our company is to go after lost causes with known molecules,” NeuroRX CEO Prof. Jonathan Javitt told the ‘Post.’<br />","Mon, 05 Oct 2020 09:10:55 GMT",,By HAGAY HACOHEN,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-08T13:00:28.185Z,2020-10-05T09:10:55.000Z
ObjectId(5f7b97189e3182ef83b77ced),Miracle or mirage in the race for a COVID-19 cure?,https://www.jpost.com/health-science/miracle-or-mirage-in-the-race-for-a-covid-19-cure-644495,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/462572"" /><br />“There are thousands and thousands of studies being conducted ... the majority may prove to be unsuccessful.”<br />","Mon, 05 Oct 2020 10:36:38 GMT",,By MAAYAN JAFFE-HOFFMAN,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-05T22:00:14.027Z,2020-10-05T10:36:38.000Z
ObjectId(5f7b97189e3182ef83b77cef),Medieval Jerusalem latrine may hold secrets of modern-era gut diseases,https://www.jpost.com/archaeology/medieval-jerusalem-latrine-may-hold-secrets-of-modern-era-gut-diseases-644611,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464574"" /><br />The Jerusalem latrine was found in the Christian Quarter of the Old City, close to the Church of the Holy Sepulchre in 1996 during excavations of a cesspool in the courtyard of a Spanish school.<br />","Wed, 07 Oct 2020 16:06:47 GMT",,By HANNAH BROWN,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-08T11:00:23.823Z,2020-10-07T16:06:47.000Z
ObjectId(5f7b97189e3182ef83b77cf1),Israeli study finds ancient hominins used fire to make tools,https://www.jpost.com/archaeology/israeli-study-finds-ancient-hominins-used-fire-to-make-tools-644634,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464587"" /><br />The findings from the cave have been dated to between 420,000 and 200,000 years ago, or the Lower Paleolithic period.<br />","Mon, 05 Oct 2020 16:31:27 GMT",,By HANNAH BROWN,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-07T02:00:17.110Z,2020-10-05T16:31:27.000Z
ObjectId(5f7b97189e3182ef83b77cf3),A police chief maybe able to curb brutality,https://www.jpost.com/opinion/a-police-chief-may-be-able-to-curb-brutality-644653,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464339"" /><br />But that still is no excuse for the abuses of power under interim Israel Police commissioner Motti Cohen.<br />","Mon, 05 Oct 2020 18:26:37 GMT",,By JPOST EDITORIAL,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T17:00:20.110Z,2020-10-05T18:26:37.000Z
ObjectId(5f7b97189e3182ef83b77cf5),An army of nine million to fight coronavirus,https://www.jpost.com/opinion/an-army-of-nine-million-644213,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464438"" /><br />How can we deal with the tragedy that is taking shape before our eyes in the absence of an effective national leadership?<br />","Thu, 01 Oct 2020 20:25:00 GMT",,By Yedidia Z. Stern,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-07T08:00:29.755Z,2020-10-01T20:25:00.000Z
ObjectId(5f7b97189e3182ef83b77cf7),‘Herzl’s vision of the Jewish state was for all Jews’,https://www.jpost.com/jerusalem-report/herzls-vision-of-the-jewish-state-was-for-all-jews-644610,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464575"" /><br />An interview with Gusti Yehoshua-Braverman, head of the WZO’s Department for Diaspora Activities<br />","Mon, 05 Oct 2020 14:33:32 GMT",,By GREER FAY CASHMAN,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T18:00:18.162Z,2020-10-05T14:33:32.000Z
ObjectId(5f7b97189e3182ef83b77cf9),"The aggressors are free, the defender is locked up",https://www.jpost.com/opinion/the-aggressors-are-free-the-defender-is-locked-up-644402,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/439069"" /><br />Eitan and Leah Ze'ev establish farms on government land and hand them over to someone else to work.<br />","Sat, 03 Oct 2020 18:32:12 GMT",,By GILAD SHARON,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-07T08:00:29.768Z,2020-10-03T18:32:12.000Z
ObjectId(5f7b97189e3182ef83b77cfb),"Time is up for the ongoing, dangerous Likud and ultra-Orthodox liason",https://www.jpost.com/israel-news/time-is-up-for-the-ongoing-dangerous-likud-and-ultra-orthodox-liason-644221,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464440"" /><br />It’s been one long political farce, economic scam, and social tragedy, and – as the virus it has courted now makes plain – its time is up.<br />","Thu, 01 Oct 2020 17:47:33 GMT",,By AMOTZ ASA-EL,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-07T08:00:29.772Z,2020-10-01T17:47:33.000Z
ObjectId(5f7b97189e3182ef83b77cfd),Led Zeppelin wins long-running 'Stairway to Heaven' plagiarism case,https://www.jpost.com/j-spot/led-zeppelin-wins-long-running-stairway-to-heaven-plagiarism-case-644670,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464597"" /><br />The US Supreme Court declined to take up the case, meaning that a March 2020 decision by a US appeals court in Led Zeppelin's favor will stand.<br />","Mon, 05 Oct 2020 19:21:53 GMT",,By REUTERS,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T02:00:16.591Z,2020-10-05T19:21:53.000Z
ObjectId(5f7b97189e3182ef83b77cff),"Nigeria creates faster, cheaper coronavirus testing kit",https://www.jpost.com/health-science/nigeria-creates-faster-cheaper-coronavirus-testing-kit-644640,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/455138"" /><br />The new test will help the country overcome its testing kit shortage and spread testing efforts to the rest of its massive population.<br />","Mon, 05 Oct 2020 17:40:04 GMT",,By AARON REICH,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-05T23:00:16.283Z,2020-10-05T17:40:04.000Z
ObjectId(5f7b97189e3182ef83b77d01),Yom Kippur War series 'Valley of Tears' releases promos ahead of premiere,https://www.jpost.com/israel-news/culture/yom-kippur-war-series-valley-of-tears-releases-promos-ahead-of-premiere-644476,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464516"" /><br />These previews give a glimpse of a multi-strand series that tells stories from this war that have never been dramatized before.<br />","Sun, 04 Oct 2020 16:48:17 GMT",,By HANNAH BROWN,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T02:00:16.599Z,2020-10-04T16:48:17.000Z
ObjectId(5f7b97189e3182ef83b77d03),A Technion student has just smashed the world record for light resonance,https://www.jpost.com/health-science/a-technion-student-has-just-smashed-the-world-record-for-light-resonance-644423,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/464502"" /><br />Graduate student Jacob Kher-Alden created a floating resonator which exhibits resonant enhancement by 10 million circulations of light, compared to about 300 circulations in previous models.<br />","Sun, 04 Oct 2020 12:33:21 GMT",,By DONNA RACHEL EDMUNDS,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T11:00:18.972Z,2020-10-04T12:33:21.000Z
ObjectId(5f7b97189e3182ef83b77d05),Gabi Ashkenazi to meet UAE counterpart in Berlin,https://www.jpost.com/breaking-news/israeli-uae-foreign-ministers-to-meet-in-germany-ministry-spokesman-644638,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/457898"" /><br />Ashkenazi will depart on Tuesday morning on a German military plane.<br />","Tue, 06 Oct 2020 05:12:02 GMT",,By LAHAV HARKOV,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T12:00:14.999Z,2020-10-06T05:12:02.000Z
ObjectId(5f7b97189e3182ef83b77d07),Czech Republic affirms commitment to move embassy to Jerusalem,https://www.jpost.com/israel-news/czech-republic-affirms-commitment-to-move-embassy-to-jerusalem-644636,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/432174"" /><br />Czech President Miloš Zeman’s spokesman Jiří Ovčáček explained that moving the Czech embassy to Jerusalem is one of the president’s long-term goals.<br />","Mon, 05 Oct 2020 16:54:53 GMT",,By LAHAV HARKOV,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T05:00:15.253Z,2020-10-05T16:54:53.000Z
ObjectId(5f7b97189e3182ef83b77d09),Tweet touting Trump transfer of power to Pence explodes Israeli Twitter,https://www.jpost.com/israel-news/tweet-touting-trump-transfer-of-power-to-pence-explodes-israeli-twitter-644577,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/448025"" /><br />Within minutes the tweet had been deleted and soon after, Israel Hayom announced that its site had been hacked and that the tweet about Trump was a fraud.<br />","Mon, 05 Oct 2020 11:33:07 GMT",,By JERUSALEM POST STAFF,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T10:00:17.170Z,2020-10-05T11:33:07.000Z
ObjectId(5f7b97189e3182ef83b77d0b),"De-facto freeze broken, IDF to approve new West Bank settler homes",https://www.jpost.com/israel-news/de-facto-freeze-broken-idf-to-approve-new-west-bank-settler-homes-644554,"<img align=""right"" src=""https://images.jpost.com/image/upload/f_auto,fl_lossy/t_Article2016_ControlFaceDetect/427663"" /><br />Prime Minister Benjamin Netanyahu had pledged last week to convene the council, which last met in February, but a date and a schedule for the meeting was only posted on Sunday night.<br />","Mon, 05 Oct 2020 17:25:59 GMT",,By TOVAH LAZAROFF,,Jerusalem Post,ilnews_en,https://www.jpost.com/rss/rssfeedsfrontpage.aspx,https://www.jpost.com/,2020-10-06T05:00:15.256Z,2020-10-05T17:25:59.000Z
